,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
2005,04.05.2016,חיל הרגלים 1,5031-13-6,דירה בבית קומות,3,שלישית,68.09,"1,200,000",16% ב 4.6 שנים
2006,22.10.2010,חיל הרגלים 1,5031-13-6,דירה בבית קומות,3,שלישית,68.09,"800,000",16% ב 4.6 שנים
2007,07.01.2021,וולפסון 51,3926-939-12,דירה בבית קומות,3,שלישית,67.27,"1,620,000",70% ב 9.7 שנים
2008,13.04.2011,וולפסון 51,3926-939-12,דירה בבית קומות,3,שלישית,67.27,"950,000",70% ב 9.7 שנים
2009,07.01.2021,NaN,3932-61-8,דירה בבית קומות,3,שניה,80,"1,730,000",NaN
2010,07.01.2021,הנביאים 11,4242-289-2,דירה בבית קומות,3,קרקע,63.70,"2,300,000",NaN
2011,06.01.2021,הירשפלד 1,3926-704-6,דירה בבית קומות,3,ראשונה,53,"1,510,000",16% ב 3.8 שנים
2012,07.03.2017,הירשפלד 1,3926-704-6,דירה בבית קומות,3,ראשונה,53,"1,300,000",16% ב 3.8 שנים
2013,06.01.2021,NaN,3932-61-5,דירה,3,NaN,98,"1,730,000",NaN
2014,04.01.2021,התזמורת 40,5183-39-4,דירה בבית קומות,3,ראשונה,73.53,"1,940,000",121% ב 13 שנים
2015,03.01.2008,התזמורת 40,5183-39-4,דירה בבית קומות,3,ראשונה,73.53,"875,000",121% ב 13 שנים
2016,04.01.2021,אברבנאל 37,3930-406-24,דירה בבית קומות,3,שישית,78.87,"1,555,000",24% ב 6 שנים
2017,11.12.2014,אברבנאל 37,3930-406-24,דירה בבית קומות,3,שישית,78.87,"1,250,000",24% ב 6 שנים
2018,03.01.2021,"עגנון ש""י 15",7281-86-5,דירה בבית קומות,3,ראשונה,42,"1,820,000",9% ב 0.3 שנים
2019,02.09.2020,"עגנון ש""י 15",7281-86-5,דירה בבית קומות,3,ראשונה,42,"1,658,000",9% ב 0.3 שנים
2020,30.12.2004,"עגנון ש""י 15",7281-86-5,דירה בבית קומות,3,ראשונה,42,"403,000",9% ב 0.3 שנים
2021,31.12.2020,התפוז 10,6093-186-2,קוטג' דו משפחתי,3,ראשונה,104,"1,650,000",NaN
2022,31.12.2020,מוצקין 10,3934-165-1,דירה בבית קומות,3,ראשונה,73.50,"1,656,000",NaN
2023,30.12.2020,הרב גורן 13,5116-95-1,דירה בבית קומות,3,ראשונה,75.38,"1,840,000",60% ב 10.4 שנים
2024,14.07.2010,הרב גורן 13,5116-95-1,דירה בבית קומות,3,ראשונה,75.38,"1,150,000",60% ב 10.4 שנים
2025,30.12.2020,הורוביץ 6,3926-369-9,דירה בבית קומות,3,שלישית,56.07,"1,480,000",NaN
2026,28.12.2020,קפלנסקי 33,3926-657-3,דירה בבית קומות,3,ראשונה,60.45,"1,300,000",4% ב 1.5 שנים
2027,24.06.2019,קפלנסקי 33,3926-657-3,דירה בבית קומות,3,ראשונה,60.45,"625,000",4% ב 1.5 שנים
2028,28.12.2020,ירושלים 29,3931-54-7,דירה בבית קומות,3,רביעית,60.43,"1,415,000",16% ב 3.4 שנים
2029,27.07.2017,ירושלים 29,3931-54-7,דירה בבית קומות,3,רביעית,60.43,"1,210,000",16% ב 3.4 שנים
2030,27.12.2020,סוקולוב 11,3936-16-2,דירה בבית קומות,3,ראשונה,64.77,"1,675,000",49% ב 7.2 שנים
2031,11.09.2013,סוקולוב 11,3936-16-2,דירה בבית קומות,3,ראשונה,64.77,"1,120,000",49% ב 7.2 שנים
2032,29.07.1999,סוקולוב 11,3936-16-2,דירה בבית קומות,3,ראשונה,64.77,"631,000",49% ב 7.2 שנים
2033,27.12.2020,הלל נפתלי 5,3934-137-11,דירה בבית קומות,3,שלישית,68.30,"1,500,000",76% ב 9.9 שנים
2034,23.01.2011,הלל נפתלי 5,3934-137-11,דירה בבית קומות,3,שלישית,68.30,"850,000",76% ב 9.9 שנים
2035,27.12.2020,טיומקין 17,3925-293-7,דירה בבית קומות,3,ראשונה,55.20,"1,350,000",NaN
2036,27.12.2020,ירושלים 56,3930-346-60,דירה בבית קומות,3,שלישית,58.10,"1,350,000",NaN
2037,27.12.2020,הרב צאלח משה 16,6093-481-16,דירה בבית קומות,3,רביעית,61.60,"1,400,000",NaN
2038,27.12.2020,הפרג 1,5036-94-52,דירה בבית קומות,3,ראשונה,68,"1,450,000",NaN
2039,27.12.2020,בלבן אליעזר 1,3939-489-61,דירה בבית קומות,3,רביעית,60,"1,535,000",NaN
2040,27.12.2020,הזמורה 9,5039-39-97,דירה בבית קומות,3,שניה,80.70,"1,895,000",NaN
2041,25.12.2020,העסיס 6,5038-22-36,דירה בבית קומות,3,שניה,78.80,"1,725,000",NaN
2042,24.12.2020,טיומקין 6,3925-275-9,דירה בבית קומות,3,שלישית,65,"1,585,000",16% ב 4.2 שנים
2043,07.09.2016,טיומקין 6,3925-275-9,דירה בבית קומות,3,שלישית,65,"1,360,000",16% ב 4.2 שנים
2044,14.09.2011,טיומקין 6,3925-275-9,דירה בבית קומות,3,שלישית,65,"900,000",16% ב 4.2 שנים
2045,24.12.2020,הייסמן 1,3930-375-2,דירה בבית קומות,3,ראשונה,63.75,"1,275,000",6% ב 4.3 שנים
2046,16.08.2016,הייסמן 1,3930-375-2,דירה בבית קומות,3,ראשונה,63.75,"1,200,000",6% ב 4.3 שנים
2047,24.12.2020,שרירא שמואל 14,6286-145-28,דירה בבית קומות,3,שלישית,62.82,"1,365,000",NaN
2048,24.12.2020,עולי הגרדום 16,3926-463-5,דירה בבית קומות,3,שניה,64.31,"1,450,000",NaN
2049,23.12.2020,קרל נטר 18,3928-631-6,דירה בבית קומות,3,ראשונה,68.50,"1,500,000",163% ב 15.8 שנים
2050,15.02.2005,קרל נטר 18,3928-631-6,דירה בבית קומות,3,ראשונה,68.50,"570,000",163% ב 15.8 שנים
2051,22.12.2020,"תרמ""ב 13",3928-884-130,מחסנים,3,חמישית,78.40,"51,000",NaN
2052,26.03.2008,"תרמ""ב 13",3928-884-130,מחסנים,3,חמישית,78.40,"900,000",NaN
2053,22.12.2020,שרירא שמואל 1,6286-144-11,דירה בבית קומות,3,שלישית,70.95,"1,320,000",177% ב 15.5 שנים
2054,23.06.2005,שרירא שמואל 1,6286-144-11,דירה בבית קומות,3,שלישית,70.95,"475,000",177% ב 15.5 שנים
2055,22.12.2020,מורדי הגטאות 40,4242-526-75,דירה בבית קומות,3,שישית,71.80,"1,350,000",162% ב 19.7 שנים
2056,11.03.2001,מורדי הגטאות 40,4242-526-75,דירה בבית קומות,3,שישית,71.80,"515,000",162% ב 19.7 שנים
2057,21.12.2020,גולינקין 2,7281-89-24,דירה בבית קומות,3,שלישית,47.10,"1,400,000",286% ב 19.8 שנים
2058,19.02.2001,גולינקין 2,7281-89-24,דירה בבית קומות,3,שלישית,47.10,"362,000",286% ב 19.8 שנים
2059,21.12.2020,"עגנון ש""י 5",7281-96-11,דירה בבית קומות,3,שניה,36,"1,350,000",233% ב 14 שנים
2060,31.12.2006,"עגנון ש""י 5",7281-96-11,דירה בבית קומות,3,שניה,36,"405,000",233% ב 14 שנים
2061,12.05.2004,"עגנון ש""י 5",7281-96-11,דירה בבית קומות,3,שניה,36,"402,000",233% ב 14 שנים
2062,21.12.2020,בצלאל 9,3935-83-8,דירה בבית קומות,3,שלישית,62.76,"1,530,000",28% ב 2.6 שנים
2063,10.04.2018,בצלאל 9,3935-83-8,דירה בבית קומות,3,שלישית,62.76,"1,190,000",28% ב 2.6 שנים
2064,21.12.2020,פינשטיין יונה צבי 19,6288-108-3,דירה בבית קומות,3,ראשונה,69,"1,600,000",NaN
2065,20.12.2020,אלרואי 4,3929-787-7,דירה בבית קומות,3,שניה,48.40,"1,240,000",64% ב 8.2 שנים
2066,12.09.2012,אלרואי 4,3929-787-7,דירה בבית קומות,3,שניה,48.40,"752,000",64% ב 8.2 שנים
2067,20.12.2020,בית יוסף 4,3930-226-10,דירה בבית קומות,3,רביעית,66.86,"1,410,000",28% ב 5.4 שנים
2068,08.07.2015,בית יוסף 4,3930-226-10,דירה בבית קומות,3,רביעית,66.86,"1,100,000",28% ב 5.4 שנים
2069,08.08.2013,בית יוסף 4,3930-226-10,דירה בבית קומות,3,רביעית,66.86,"840,000",28% ב 5.4 שנים
2070,20.12.2020,מולכו שלמה 6,3931-31-14,דירה בבית קומות,3,רביעית,85,"1,200,000",NaN
2071,17.12.2020,אלקבץ 1,5114-48-30,דירה בבית קומות,3,שמינית,65.40,"1,725,000",89% ב 11.6 שנים
2072,23.04.2009,אלקבץ 1,5114-48-30,דירה בבית קומות,3,שמינית,65.40,"910,000",89% ב 11.6 שנים
2073,10.07.2003,אלקבץ 1,5114-48-30,דירה בבית קומות,3,שמינית,65.40,"676,000",89% ב 11.6 שנים
2074,17.12.2020,לובמן חביב 3,3937-119-13,דירה בבית קומות,3,שלישית,68.35,"1,620,000",0% ב 1 שנים
2075,20.11.2019,לובמן חביב 3,3937-119-13,דירה בבית קומות,3,שלישית,68.35,"1,610,000",0% ב 1 שנים
2076,13.04.2016,לובמן חביב 3,3937-119-13,דירה בבית קומות,3,שלישית,68.35,"1,350,000",0% ב 1 שנים
2077,17.12.2020,יהודה הלוי 70,3930-190-5,דירה בבית קומות,3,שלישית,62.85,"1,380,000",NaN
2078,17.12.2020,NaN,3932-61-9,דירה בבית קומות,3,ראשונה,81,"1,690,000",NaN
2079,16.12.2020,אנילביץ 53,7281-56-15,דירה בבית קומות,3,שלישית,56.50,"1,550,000",63% ב 3.7 שנים
2080,05.03.2017,אנילביץ 53,7281-56-15,דירה בבית קומות,3,שלישית,56.50,"950,000",63% ב 3.7 שנים
2081,16.12.2020,יהודה לייב 43,3929-739-60,דירה בבית קומות,3,רביעית,55,"1,500,000",NaN
2082,16.12.2020,הסמדר 16,5038-3-34,דירה בבית קומות,3,חמישית,78.70,"1,600,000",NaN
2083,15.12.2020,ברנדיס 20,3929-997-7,דירה בבית קומות,3,שלישית,74.75,"1,500,000",50% ב 5.9 שנים
2084,22.01.2015,ברנדיס 20,3929-997-7,דירה בבית קומות,3,שלישית,74.75,"1,000,000",50% ב 5.9 שנים
2085,15.12.2020,נחמה 5,3932-77-7,דירה בבית קומות,3,ראשונה,75,"1,200,000",NaN
2086,15.12.2020,שפינוזה 20,3928-613-16,דירה בבית קומות,3,שלישית,54,"1,200,000",NaN
2087,15.12.2020,הצופים 19,3939-420-15,דירה בבית קומות,3,שמינית,73.30,"1,775,000",33% ב 8 שנים
2088,08.11.2012,הצופים 19,3939-420-15,דירה בבית קומות,3,שמינית,73.30,"1,330,000",33% ב 8 שנים
2089,14.12.2020,גיבשטיין יהושע 25,6288-102-6,דירה בבית קומות,3,שניה,72.60,"1,535,000",27% ב 6 שנים
2090,11.11.2014,גיבשטיין יהושע 25,6288-102-6,דירה בבית קומות,3,שניה,72.60,"1,200,000",27% ב 6 שנים
2091,14.09.2011,גיבשטיין יהושע 25,6288-102-6,דירה בבית קומות,3,שניה,72.60,"1,020,000",27% ב 6 שנים
2092,13.12.2007,גיבשטיין יהושע 25,6288-102-6,דירה בבית קומות,3,שניה,72.60,"590,000",27% ב 6 שנים
2093,01.11.2001,גיבשטיין יהושע 25,6288-102-6,דירה בבית קומות,3,שניה,72.60,"613,000",27% ב 6 שנים
2094,14.12.2020,מעגל השלום 15,5096-5-86,דירה בבית קומות,3,ראשונה,76,"1,865,000",12% ב 5.1 שנים
2095,13.10.2015,מעגל השלום 15,5096-5-86,דירה בבית קומות,3,ראשונה,76,"1,665,000",12% ב 5.1 שנים
2096,14.12.2020,אלירז שלמה 5,3930-131-454,דירה בבית קומות,3,שניה,86,"1,815,000",NaN
2097,13.12.2020,צ'לנוב 2,3926-499-10,דירה בבית קומות,3,שלישית,59.14,"1,300,000",158% ב 21.5 שנים
2098,05.05.1999,צ'לנוב 2,3926-499-10,דירה בבית קומות,3,שלישית,59.14,"503,000",158% ב 21.5 שנים
2099,09.12.2020,החליל 5,5183-28-8,דירה בבית קומות,3,ראשונה,67.50,"1,350,000",5% ב 7 שנים
2100,26.12.2013,החליל 5,5183-28-8,דירה בבית קומות,3,ראשונה,67.50,"1,275,000",5% ב 7 שנים
2101,08.12.2020,החרצית 1,5036-34-11,דירה בבית קומות,3,שישית,66,"1,700,000",4% ב 2.5 שנים
2102,07.06.2018,החרצית 1,5036-34-11,דירה בבית קומות,3,שישית,66,"1,620,000",4% ב 2.5 שנים
2103,16.08.2012,החרצית 1,5036-34-11,דירה בבית קומות,3,שישית,66,"1,150,000",4% ב 2.5 שנים
2104,03.08.2003,החרצית 1,5036-34-11,דירה בבית קומות,3,שישית,66,"563,000",4% ב 2.5 שנים
2105,07.12.2020,נעמן 7,3928-579-12,דירה בבית קומות,3,שלישית,56.67,"1,380,000",142% ב 12.9 שנים
2106,07.01.2008,נעמן 7,3928-579-12,דירה בבית קומות,3,שלישית,56.67,"568,000",142% ב 12.9 שנים
2107,07.12.2020,מרגולין 16,3929-407-13,דירה בבית קומות,3,שניה,66.30,"1,440,000",95% ב 10.1 שנים
2108,28.10.2010,מרגולין 16,3929-407-13,דירה בבית קומות,3,שניה,66.30,"735,000",95% ב 10.1 שנים
2109,07.12.2020,"הרשב""א 17",5115-26-7,דירה בבית קומות,3,שניה,65.40,"1,690,000",45% ב 8.5 שנים
2110,21.05.2012,"הרשב""א 17",5115-26-7,דירה בבית קומות,3,שניה,65.40,"1,160,000",45% ב 8.5 שנים
2111,07.12.2020,משה בן נחמן 16,4247-566-45,דירה בבית קומות,3,ראשונה,82.58,"2,180,000",NaN
2112,06.12.2020,סנש חנה 6,7281-46-14,דירה בבית קומות,3,שלישית,56.50,"1,350,000",199% ב 13.2 שנים
2113,19.09.2007,סנש חנה 6,7281-46-14,דירה בבית קומות,3,שלישית,56.50,"451,000",199% ב 13.2 שנים
2114,16.07.2000,סנש חנה 6,7281-46-14,דירה בבית קומות,3,שלישית,56.50,"336,000",199% ב 13.2 שנים
2115,04.12.2020,הנרקיס 16,5036-8-34,דירה בבית קומות,3,ראשונה,59.50,"1,611,000",54% ב 10.1 שנים
2116,19.10.2010,הנרקיס 16,5036-8-34,דירה בבית קומות,3,ראשונה,59.50,"1,040,000",54% ב 10.1 שנים
2117,30.09.2005,הנרקיס 16,5036-8-34,דירה בבית קומות,3,ראשונה,59.50,"563,000",54% ב 10.1 שנים
2118,03.12.2020,"עגנון ש""י 5",7281-96-24,דירה בבית קומות,3,שלישית,44,"1,260,000",252% ב 12.7 שנים
2119,18.03.2008,"עגנון ש""י 5",7281-96-24,דירה בבית קומות,3,שלישית,44,"357,000",252% ב 12.7 שנים
2120,03.12.2020,קאליב 3,6286-292-69,דירה בבית קומות,3,ראשונה,68.80,"1,270,000",23% ב 4 שנים
2121,17.11.2016,קאליב 3,6286-292-69,דירה בבית קומות,3,ראשונה,68.80,"1,030,000",23% ב 4 שנים
2122,03.12.2020,על כנפי נשרים 7,3939-300-10,דירה בבית קומות,3,שלישית,72.63,"1,320,000",17% ב 3.3 שנים
2123,30.08.2017,על כנפי נשרים 7,3939-300-10,דירה בבית קומות,3,שלישית,72.63,"1,120,000",17% ב 3.3 שנים
2124,02.12.2020,חבקוק שלום 11,3937-98-1,דירה בבית קומות,3,ראשונה,61.69,"1,400,000",204% ב 18.9 שנים
2125,23.01.2002,חבקוק שלום 11,3937-98-1,דירה בבית קומות,3,ראשונה,61.69,"460,000",204% ב 18.9 שנים
2126,02.12.2020,שרירא שמואל 36,6286-153-15,דירה בבית קומות,3,שלישית,63.93,"1,330,000",31% ב 4.5 שנים
2127,10.05.2016,שרירא שמואל 36,6286-153-15,דירה בבית קומות,3,שלישית,63.93,"1,015,000",31% ב 4.5 שנים
2128,28.06.2007,שרירא שמואל 36,6286-153-15,דירה בבית קומות,3,שלישית,63.93,"527,000",31% ב 4.5 שנים
2129,02.12.2020,פוזננסקי מנחם 7,7282-95-1,דירה בבית קומות,3,ראשונה,56.10,"1,700,000",NaN
2130,01.12.2020,אנילביץ 18,7282-6-17,דירה בבית קומות,3,שלישית,64.60,"1,380,000",216% ב 19.5 שנים
2131,05.06.2001,אנילביץ 18,7282-6-17,דירה בבית קומות,3,שלישית,64.60,"436,000",216% ב 19.5 שנים
2132,01.12.2020,ירושלים 52,3930-346-30,דירה בבית קומות,3,רביעית,58.10,"1,360,000",25% ב 4.2 שנים
2133,06.09.2016,ירושלים 52,3930-346-30,דירה בבית קומות,3,רביעית,58.10,"1,080,000",25% ב 4.2 שנים
2134,16.06.2015,ירושלים 52,3930-346-30,דירה בבית קומות,3,רביעית,58.10,"840,000",25% ב 4.2 שנים
2135,01.12.2020,מאירוביץ 4,3936-233-22,דירה בבית קומות,3,רביעית,57.50,"1,560,000",37% ב 7.4 שנים
2136,18.07.2013,מאירוביץ 4,3936-233-22,דירה בבית קומות,3,רביעית,57.50,"1,135,000",37% ב 7.4 שנים
2137,06.02.2011,מאירוביץ 4,3936-233-22,דירה בבית קומות,3,רביעית,57.50,"1,000,000",37% ב 7.4 שנים
2138,01.12.2020,אלקבץ 5,5114-40-50,דירה בבית קומות,3,שניה,65.82,"1,767,000",NaN
2139,30.11.2020,המרגנית 16,5036-56-4,דירה בבית קומות,3,שניה,65,"1,480,000",27% ב 6.1 שנים
2140,18.09.2014,המרגנית 16,5036-56-4,דירה בבית קומות,3,שניה,65,"1,165,000",27% ב 6.1 שנים
2141,06.05.2007,המרגנית 16,5036-56-4,דירה בבית קומות,3,שניה,65,"554,000",27% ב 6.1 שנים
2142,30.11.2020,בן סרוק 8,5114-39-9,דירה בבית קומות,3,שלישית,66.30,"1,635,000",32% ב 7 שנים
2143,13.10.2013,בן סרוק 8,5114-39-9,דירה בבית קומות,3,שלישית,66.30,"1,237,000",32% ב 7 שנים
2144,23.08.1999,בן סרוק 8,5114-39-9,דירה בבית קומות,3,שלישית,66.30,"737,000",32% ב 7 שנים
2145,30.11.2020,רמז 3,3926-131-2,דירה בבית קומות,3,ראשונה,60.70,"1,100,000",NaN
2146,30.11.2020,אלרואי 13,3929-791-4,דירה בבית קומות,3,ראשונה,48.40,"1,175,000",NaN
2147,29.11.2020,רוטשילד 91,3926-153-11,דירה בבית קומות,3,שלישית,70.51,"1,320,000",0% ב 1.9 שנים
2148,21.12.2018,רוטשילד 91,3926-153-11,דירה בבית קומות,3,שלישית,70.51,"1,320,000",0% ב 1.9 שנים
2149,25.02.2014,רוטשילד 91,3926-153-11,דירה בבית קומות,3,שלישית,70.51,"973,000",0% ב 1.9 שנים
2150,03.04.2000,רוטשילד 91,3926-153-11,דירה בבית קומות,3,שלישית,70.51,"518,000",0% ב 1.9 שנים
2151,29.11.2020,"תרמ""ב 5",3933-253-26,דירה בבית קומות,3,שביעית,72.52,"1,330,000",NaN
2152,27.11.2020,התזמורת 6,5182-24-25,דירה בבית קומות,3,שישית,68.68,"1,810,000",35% ב 6.2 שנים
2153,18.08.2014,התזמורת 6,5182-24-25,דירה בבית קומות,3,שישית,68.68,"1,335,000",35% ב 6.2 שנים
2154,10.04.2003,התזמורת 6,5182-24-25,דירה בבית קומות,3,שישית,68.68,"767,000",35% ב 6.2 שנים
2155,26.11.2020,תורה ועבודה 12,7281-35-4,דירה בבית קומות,3,ראשונה,39,"1,240,000",69% ב 7 שנים
2156,14.10.2013,תורה ועבודה 12,7281-35-4,דירה בבית קומות,3,ראשונה,39,"730,000",69% ב 7 שנים
2157,30.11.2006,תורה ועבודה 12,7281-35-4,דירה בבית קומות,3,ראשונה,39,"341,000",69% ב 7 שנים
2158,26.11.2020,הרב מינץ 16,7281-153-38,דירה בבית קומות,3,שניה,54.40,"1,406,000",16% ב 2.3 שנים
2159,12.07.2018,הרב מינץ 16,7281-153-38,דירה בבית קומות,3,שניה,54.40,"1,210,000",16% ב 2.3 שנים
2160,17.07.2006,הרב מינץ 16,7281-153-38,דירה בבית קומות,3,שניה,54.40,"363,000",16% ב 2.3 שנים
2161,24.03.2003,הרב מינץ 16,7281-153-38,דירה בבית קומות,3,שניה,54.40,"377,000",16% ב 2.3 שנים
2162,26.11.2020,החפץ חיים 6,3933-129-7,דירה בבית קומות,3,שניה,73.25,"1,400,000",NaN
2163,26.11.2020,ארלוזורוב 3,3945-40-2,דירה בבית קומות,3,ראשונה,57.27,"1,418,000",NaN
2164,25.11.2020,קורצ'ק יאנוש 8,7282-168-6,דירה בבית קומות,3,שניה,64,"660,000",NaN
2165,16.03.2020,קורצ'ק יאנוש 8,7282-168-6,דירה בבית קומות,3,שניה,64,"1,350,000",NaN
2166,25.11.2020,הצופים 4,3939-440-11,דירה בבית קומות,3,שלישית,78.69,"1,735,000",77% ב 11.4 שנים
2167,24.06.2009,הצופים 4,3939-440-11,דירה בבית קומות,3,שלישית,78.69,"975,000",77% ב 11.4 שנים
2168,25.11.2020,דרור 16,3933-210-13,דירה בבית קומות,3,רביעית,61,"1,470,000",NaN
2169,25.11.2020,קרל נטר 14,3928-634-2,דירה בבית קומות,3,ראשונה,85,"1,640,000",NaN
2170,24.11.2020,בית הערבה 4,5387-78-17,דירה בבית קומות,3,שלישית,63,"1,500,000",8% ב 3.8 שנים
2171,30.01.2017,בית הערבה 4,5387-78-17,דירה בבית קומות,3,שלישית,63,"1,380,000",8% ב 3.8 שנים
2172,01.05.2003,בית הערבה 4,5387-78-17,דירה בבית קומות,3,שלישית,63,"664,000",8% ב 3.8 שנים
2173,06.07.2000,בית הערבה 4,5387-78-17,דירה בבית קומות,3,שלישית,63,"644,000",8% ב 3.8 שנים
2174,24.11.2020,"הרשב""א 18",5115-27-46,דירה בבית קומות,3,ראשונה,70,"1,750,000",165% ב 19 שנים
2175,01.11.2001,"הרשב""א 18",5115-27-46,דירה בבית קומות,3,ראשונה,70,"658,000",165% ב 19 שנים
2176,24.11.2020,דרור 35,3929-460-3,דירה בבית קומות,3,שניה,66.92,"737,500",NaN
2177,24.11.2020,ויניק 32,3926-663-1,דירה בבית קומות,3,ראשונה,62.25,"1,525,000",7% ב 4.3 שנים
2178,31.07.2016,ויניק 32,3926-663-1,דירה בבית קומות,3,ראשונה,62.25,"1,420,000",7% ב 4.3 שנים
2179,16.01.2012,ויניק 32,3926-663-1,דירה בבית קומות,3,ראשונה,62.25,"907,000",7% ב 4.3 שנים
2180,24.11.2020,תנועות הנוער 12,3939-431-1,דירה בבית קומות,3,ראשונה,73.30,"1,740,000",42% ב 8 שנים
2181,09.10.2012,תנועות הנוער 12,3939-431-1,דירה בבית קומות,3,ראשונה,73.30,"1,225,000",42% ב 8 שנים
2182,23.11.2020,חנקין 17,3925-224-9,דירה בבית קומות,3,שניה,65.66,"1,340,000",35% ב 5.5 שנים
2183,12.04.2015,חנקין 17,3925-224-9,דירה בבית קומות,3,שניה,65.66,"990,000",35% ב 5.5 שנים
2184,23.11.2020,קרן קימת 9,3928-107-2,דירה בבית קומות,3,ראשונה,66.44,"1,385,000",NaN
2185,23.11.2020,רוטשילד 4,3933-251-26,דירה בבית קומות,3,שלישית,80.10,"1,410,000",NaN
2186,23.11.2020,החפץ חיים 3,3933-127-2,דירה בבית קומות,3,ראשונה,59.50,"1,455,000",NaN
2187,23.11.2020,הסוכה 12,5038-41-12,דירה בבית קומות,3,שלישית,68.40,"1,700,000",NaN
2188,22.11.2020,הפסנתר 7,5182-17-34,דירה בבית קומות,3,שניה,67.05,"1,750,000",88% ב 11.6 שנים
2189,05.03.2009,הפסנתר 7,5182-17-34,דירה בבית קומות,3,שניה,67.05,"930,000",88% ב 11.6 שנים
2190,22.11.2020,מורדי הגטאות 45,4242-469-5,דירה בבית קומות,3,ראשונה,75.20,"1,340,000",38% ב 5 שנים
2191,20.10.2015,מורדי הגטאות 45,4242-469-5,דירה בבית קומות,3,ראשונה,75.20,"969,000",38% ב 5 שנים
2192,22.11.2020,רופין 6,3925-485-28,דירה בבית קומות,3,שביעית,85.20,"1,500,000",6% ב 3.6 שנים
2193,02.03.2017,רופין 6,3925-485-28,דירה בבית קומות,3,שביעית,85.20,"1,410,000",6% ב 3.6 שנים
2194,19.11.2020,הכובש 23,3929-1029-8,דירה בבית קומות,3,שניה,59.90,"1,470,000",7% ב 1.9 שנים
2195,20.12.2018,הכובש 23,3929-1029-8,דירה בבית קומות,3,שניה,59.90,"1,370,000",7% ב 1.9 שנים
2196,21.05.2014,הכובש 23,3929-1029-8,דירה בבית קומות,3,שניה,59.90,"800,000",7% ב 1.9 שנים
2197,19.11.2020,"רמב""ם 33",3930-308-1,דירה בבית קומות,3,ראשונה,73.20,"1,200,000",NaN
2198,19.11.2020,יהודה הלוי 22,3932-330-6,דירה בבית קומות,3,קומה ‎3‏,89,"1,700,000",NaN
2199,18.11.2020,שרירא שמואל 46,6286-143-28,דירה בבית קומות,3,שלישית,63.10,"1,820,000",7% ב 0.4 שנים
2200,23.06.2020,שרירא שמואל 46,6286-143-28,דירה בבית קומות,3,שלישית,63.10,"1,700,000",7% ב 0.4 שנים
2201,18.11.2020,התזמורת 4,5182-25-29,דירה בבית קומות,3,שביעית,68.68,"1,750,000",NaN
2202,18.11.2020,תנועות הנוער 8,3939-433-19,דירה בבית קומות,3,שישית,80,"1,760,000",NaN
2203,17.11.2020,הרצל 29,3929-1044-25,דירה בבית קומות,3,שלישית,70.91,"1,495,000",19% ב 2 שנים
2204,21.10.2018,הרצל 29,3929-1044-25,דירה בבית קומות,3,שלישית,70.91,"1,250,000",19% ב 2 שנים
2205,17.11.2020,מרגולין 8,3929-1007-26,דירה בבית קומות,3,חמישית,76.74,"1,450,000",NaN
2206,16.11.2020,"תרמ""ב 21",3928-303-24,דירה בבית קומות,3,שישית,66.75,"1,520,000",33% ב 7.7 שנים
2207,10.02.2013,"תרמ""ב 21",3928-303-24,דירה בבית קומות,3,שישית,66.75,"1,140,000",33% ב 7.7 שנים
2208,29.07.2007,"תרמ""ב 21",3928-303-24,דירה בבית קומות,3,שישית,66.75,"656,000",33% ב 7.7 שנים
2209,16.11.2020,NaN,3629-321-36,דירה בבית קומות,3,שניה,83,"1,210,000",NaN
2210,16.11.2020,אלרואי 14,3929-796-17,דירה בבית קומות,3,ראשונה,50.60,"1,250,000",NaN
2211,15.11.2020,החייל האלמוני 5,3925-206-10,דירה בבית קומות,3,שלישית,69.62,"1,435,000",NaN
2212,15.11.2020,האחים סמילצ'נסקי 8,3926-389-7,דירה בבית קומות,3,שניה,64.88,"1,500,000",NaN
2213,15.11.2020,הירשפלד 2,3926-1365-25,דירה בבית קומות,3,רביעית,78,"1,700,000",NaN
2214,12.11.2020,ירושלים 10,3936-92-9,דירה בבית קומות,3,שלישית,66.07,"1,260,000",NaN
2215,04.02.2008,ירושלים 10,3936-92-9,דירה בבית קומות,3,שלישית,66.07,"169,000",NaN
2216,31.05.2001,ירושלים 10,3936-92-9,דירה בבית קומות,3,שלישית,66.07,"495,000",NaN
2217,12.11.2020,בית יוסף 4,3930-226-5,דירה בבית קומות,3,שניה,76.08,"1,520,000",15% ב 3.7 שנים
2218,06.02.2017,בית יוסף 4,3930-226-5,דירה בבית קומות,3,שניה,76.08,"1,318,000",15% ב 3.7 שנים
2219,15.09.2013,בית יוסף 4,3930-226-5,דירה בבית קומות,3,שניה,76.08,"1,050,000",15% ב 3.7 שנים
2220,18.10.1998,בית יוסף 4,3930-226-5,דירה בבית קומות,3,שניה,76.08,"527,000",15% ב 3.7 שנים
2221,12.11.2020,דרובין יואל 12,3926-841-3,דירה בבית קומות,3,ראשונה,66.36,"1,475,000",26% ב 6.7 שנים
2222,11.02.2014,דרובין יואל 12,3926-841-3,דירה בבית קומות,3,ראשונה,66.36,"1,165,000",26% ב 6.7 שנים
