,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
840,07.05.2007,הדוגית 70,6823-185-31,דירה בבית קומות,4,שמינית,84,"695,000",169% ב 14.5 שנים
841,02.11.2021,קידוש השם 15,3929-812-16,דירה בבית קומות,4,ראשונה,93,"1,670,000",51% ב 9.5 שנים
842,18.04.2012,קידוש השם 15,3929-812-16,דירה בבית קומות,4,ראשונה,93,"1,100,000",51% ב 9.5 שנים
843,04.06.2009,קידוש השם 15,3929-812-16,דירה בבית קומות,4,ראשונה,93,"840,000",51% ב 9.5 שנים
844,02.11.2021,חיל האויר 3,2717-35-11,דירה בבית קומות,4,רביעית,91.95,"2,430,000",9% ב 3.2 שנים
845,07.08.2018,חיל האויר 3,2717-35-11,דירה בבית קומות,4,רביעית,91.95,"2,220,000",9% ב 3.2 שנים
846,25.07.2007,חיל האויר 3,2717-35-11,דירה בבית קומות,4,רביעית,91.95,"946,000",9% ב 3.2 שנים
847,02.11.2021,פינשטיין יונה צבי 13,6288-108-92,דירה בבית קומות,4,רביעית,88.22,"2,070,000",107% ב 8.5 שנים
848,29.05.2013,פינשטיין יונה צבי 13,6288-108-92,דירה בבית קומות,4,רביעית,88.22,"1,000,000",107% ב 8.5 שנים
849,02.11.2021,פינשטיין יונה צבי 9,6288-109-45,דירה בבית קומות,4,שלישית,78.29,"1,890,000",45% ב 7.3 שנים
850,02.07.2014,פינשטיין יונה צבי 9,6288-109-45,דירה בבית קומות,4,שלישית,78.29,"1,300,000",45% ב 7.3 שנים
851,02.11.2021,חיל התותחנים 7,2704-55-344,דירה בבית קומות,4,קומה ‎5‏,95.93,"2,786,000",99% ב 12.2 שנים
852,12.08.2009,חיל התותחנים 7,2704-55-344,דירה בבית קומות,4,קומה ‎5‏,95.93,"1,395,000",99% ב 12.2 שנים
853,02.11.2021,שרירא שמואל 5,6286-158-33,דירה בבית קומות,4,שלישית,86.07,"1,640,000",17% ב 2.8 שנים
854,10.01.2019,שרירא שמואל 5,6286-158-33,דירה בבית קומות,4,שלישית,86.07,"1,400,000",17% ב 2.8 שנים
855,02.11.2021,אסא 4,3934-189-7,דירה בבית קומות,4,שלישית,82.20,"1,560,000",NaN
856,02.11.2021,שרירא שמואל 34,6286-153-35,NaN,4,NaN,93,"1,840,000",NaN
857,02.11.2021,קרל נטר 23,3928-712-4,דירה בבית קומות,4,שניה,93.72,"2,080,000",NaN
858,02.11.2021,קלאוזנר יוסף 7,4241-333-13,NaN,4,NaN,89,"2,230,000",NaN
859,02.11.2021,עין דור 2,6286-316-41,דירה בבית קומות,4,ראשונה,96,"2,410,000",NaN
860,02.11.2021,NaN,3946-491-35,דירה בבית קומות,4,שביעית,96,"2,750,000",NaN
861,01.11.2021,רופין 4,3925-486-13,דירה בבית קומות,4,רביעית,85.35,"1,675,000",NaN
862,01.11.2021,טיומקין 6,3925-275-25,NaN,4,NaN,96,"1,900,000",NaN
863,01.11.2021,רופין 6,3925-485-10,דירה בבית קומות,4,שלישית,107,"1,935,000",NaN
864,01.11.2021,החלמונית 36,5036-117-83,דירה בבית קומות,4,שביעית,109.80,"2,100,000",NaN
865,01.11.2021,התזמורת 36,5183-41-16,דירה בבית קומות,4,רביעית,90.24,"2,470,000",NaN
866,31.10.2021,"רמב""ם 43",3930-313-12,דירה בבית קומות,4,שלישית,81.60,"1,950,000",285% ב 21.8 שנים
867,06.12.1999,"רמב""ם 43",3930-313-12,דירה בבית קומות,4,שלישית,81.60,"506,000",285% ב 21.8 שנים
868,31.10.2021,היקינטון 5,5036-94-6,דירה בבית קומות,4,שלישית,95.60,"1,930,000",191% ב 22.3 שנים
869,28.06.1999,היקינטון 5,5036-94-6,דירה בבית קומות,4,שלישית,95.60,"662,000",191% ב 22.3 שנים
870,31.10.2021,גשר 5,5387-22-47,דירה בבית קומות,4,שישית,81.90,"1,940,000",181% ב 22.6 שנים
871,24.02.1999,גשר 5,5387-22-47,דירה בבית קומות,4,שישית,81.90,"688,000",181% ב 22.6 שנים
872,31.10.2021,חיל החימוש 38,2717-22-12,דירה בבית קומות,4,שלישית,99.07,"2,150,000",0% ב 4.8 שנים
873,27.12.2016,חיל החימוש 38,2717-22-12,דירה בבית קומות,4,שלישית,99.07,"2,150,000",0% ב 4.8 שנים
874,22.05.2003,חיל החימוש 38,2717-22-12,דירה בבית קומות,4,שלישית,99.07,"950,000",0% ב 4.8 שנים
875,31.10.2021,הגפן 6,3926-156-10,דירה בבית קומות,4,רביעית,75.75,"1,700,000",36% ב 7.5 שנים
876,28.03.2014,הגפן 6,3926-156-10,דירה בבית קומות,4,רביעית,75.75,"1,250,000",36% ב 7.5 שנים
877,31.10.2021,השדה 10,3926-150-11,דירה בבית קומות,4,שלישית,70.88,"1,502,000",NaN
878,31.10.2021,הורוביץ 38,3926-775-6,דירה בבית קומות,4,שלישית,82,"1,600,000",NaN
879,31.10.2021,הירדן 10,3923-493-5,דירה בבית קומות,4,שלישית,88.88,"1,750,000",4% ב 3 שנים
880,06.09.2018,הירדן 10,3923-493-5,דירה בבית קומות,4,שלישית,88.88,"1,680,000",4% ב 3 שנים
881,31.10.2021, ,3930-174-16,דירה בבית קומות,4,שישית,97.83,"1,750,000",NaN
882,31.10.2021,הירשפלד 33,3926-644-5,דירה בבית קומות,4,שניה,72.69,"1,770,000",NaN
883,31.10.2021,ברון דבורה 3,3945-690-9,דירה בבית קומות,4,שניה,106,"2,200,000",NaN
884,31.10.2021,NaN,3925-747-130,דירה בבית קומות,4,שביעית,96,"2,750,000",NaN
885,30.10.2021,שרירא שמואל 30,6286-152-16,NaN,4,NaN,104,"2,122,000",NaN
886,30.10.2021,NaN,3925-747-122,NaN,4,שביעית,96,"2,750,000",NaN
887,29.10.2021,פינשטיין יונה צבי 9,6288-109-64,דירה בבית קומות,4,שביעית,94.60,"2,200,000",193% ב 18.4 שנים
888,01.05.2003,פינשטיין יונה צבי 9,6288-109-64,דירה בבית קומות,4,שביעית,94.60,"749,000",193% ב 18.4 שנים
889,29.10.2021,"רש""י 6",3930-166-5,דירה בבית קומות,4,שלישית,101,"1,650,000",38% ב 8 שנים
890,17.10.2013,"רש""י 6",3930-166-5,דירה בבית קומות,4,שלישית,101,"1,190,000",38% ב 8 שנים
891,29.10.2021,התורמוס 1,5036-177-4,דירה בבית קומות,4,ראשונה,86.60,"1,820,000",33% ב 6.7 שנים
892,12.01.2015,התורמוס 1,5036-177-4,דירה בבית קומות,4,ראשונה,86.60,"1,360,000",33% ב 6.7 שנים
893,28.10.2021,יהודה הלוי 56,3930-154-3,דירה בבית קומות,4,שניה,67.41,"1,350,000",NaN
894,28.10.2021,יהודה הלוי 16,3932-345-2,דירה בבית קומות,4,ראשונה,90,"1,850,000",NaN
895,27.10.2021,שפינוזה 23,3928-614-3,דירה בבית קומות,4,ראשונה,71,"1,630,000",NaN
896,27.10.2021,הירמוך 13,3923-297-30,דירה בבית קומות,4,שישית,97,"1,900,000",NaN
897,27.10.2021,שפינוזה 6,3928-325-7,דירה בבית קומות,4,רביעית,89.28,"2,200,000",NaN
898,26.10.2021,קידוש השם 20,3929-443-5,דירה בבית קומות,4,רביעית,77,"1,200,000",NaN
899,26.10.2021,השריג 12,5039-38-64,דירה בבית קומות,4,שלישית,83.65,"1,190,000",-33% ב 4 שנים
900,14.09.2017,השריג 12,5039-38-64,דירה בבית קומות,4,שלישית,83.65,"1,783,000",-33% ב 4 שנים
901,19.11.2007,השריג 12,5039-38-64,דירה בבית קומות,4,שלישית,83.65,"943,000",-33% ב 4 שנים
902,04.08.1998,השריג 12,5039-38-64,דירה בבית קומות,4,שלישית,83.65,"681,000",-33% ב 4 שנים
903,26.10.2021,אברבנאל 24,3930-394-90,דירה בבית קומות,4,שביעית,90,"1,800,000",57% ב 10.4 שנים
904,19.05.2011,אברבנאל 24,3930-394-90,דירה בבית קומות,4,שביעית,90,"1,140,000",57% ב 10.4 שנים
905,26.10.2021,הקוקיה 44,6287-221-26,דירה בבית קומות,4,שביעית,109.80,"2,520,000",59% ב 7.7 שנים
906,14.01.2014,הקוקיה 44,6287-221-26,דירה בבית קומות,4,שביעית,109.80,"1,583,000",59% ב 7.7 שנים
907,26.10.2021,"צ""ג בנות 32",3929-891-31,דירה בבית קומות,4,רביעית,82,"1,680,000",NaN
908,26.10.2021,בית יוסף 8,3930-699-3,דירה בבית קומות,4,חמישית,98,"2,000,000",NaN
909,26.10.2021,החלמונית 27,5036-87-196,דירה בבית קומות,4,שישית,99,"2,370,000",NaN
910,25.10.2021,הנופר 22,5036-118-6,דירה בבית קומות,4,שניה,76.10,"1,775,000",180% ב 20.3 שנים
911,29.06.2001,הנופר 22,5036-118-6,דירה בבית קומות,4,שניה,76.10,"633,000",180% ב 20.3 שנים
912,25.10.2021,קרית ספר 26,3945-651-5,דירה בבית קומות,4,שניה,81.99,"1,800,000",28% ב 6.6 שנים
913,04.02.2015,קרית ספר 26,3945-651-5,דירה בבית קומות,4,שניה,81.99,"1,400,000",28% ב 6.6 שנים
914,24.06.2007,קרית ספר 26,3945-651-5,דירה בבית קומות,4,שניה,81.99,"710,000",28% ב 6.6 שנים
915,25.10.2021,טיומקין 16,3925-481-20,דירה בבית קומות,4,חמישית,110.10,"2,050,000",86% ב 12.1 שנים
916,02.08.2009,טיומקין 16,3925-481-20,דירה בבית קומות,4,חמישית,110.10,"1,100,000",86% ב 12.1 שנים
917,25.10.2021,הרב הרצוג 2,3929-1115-6,דירה בבית קומות,4,ראשונה,67.14,"1,680,000",NaN
918,25.10.2021,הסמדר 5,5038-5-28,דירה בבית קומות,4,קרקע,89,"3,180,000",52% ב 5.9 שנים
919,24.11.2015,הסמדר 5,5038-5-28,דירה בבית קומות,4,קרקע,89,"2,090,000",52% ב 5.9 שנים
920,24.10.2021,חיל החימוש 18,2717-3-9,דירה בבית קומות,4,שלישית,79.07,"1,755,000",36% ב 5.6 שנים
921,22.02.2016,חיל החימוש 18,2717-3-9,דירה בבית קומות,4,שלישית,79.07,"1,290,000",36% ב 5.6 שנים
922,31.01.2000,חיל החימוש 18,2717-3-9,דירה בבית קומות,4,שלישית,79.07,"436,000",36% ב 5.6 שנים
923,24.10.2021,יהודה לייב 4,3932-257-21,דירה בבית קומות,4,רביעית,104.90,"1,530,000",111% ב 13.3 שנים
924,24.06.2008,יהודה לייב 4,3932-257-21,דירה בבית קומות,4,רביעית,104.90,"722,000",111% ב 13.3 שנים
925,24.10.2021,הקישון 6,3926-1100-115,דירה בבית קומות,4,רביעית,93.37,"1,600,000",NaN
926,22.10.2021,NaN,3629-323-83,דירה בבית קומות,4,תשע עשרה,102,"2,731,000",NaN
927,21.10.2021,הקוקיה 68,6287-222-80,דירה בבית קומות,4,שלישית,113.10,"1,990,000",80% ב 12.3 שנים
928,07.06.2009,הקוקיה 68,6287-222-80,דירה בבית קומות,4,שלישית,113.10,"1,100,000",80% ב 12.3 שנים
929,21.10.2021,נורדאו 24,3936-210-7,דירה בבית קומות,4,ראשונה,84.51,"1,780,000",35% ב 6.9 שנים
930,19.11.2014,נורדאו 24,3936-210-7,דירה בבית קומות,4,ראשונה,84.51,"1,315,000",35% ב 6.9 שנים
931,21.10.2021, ,3945-95-7,דירה בבית קומות,4,חמישית,103,"1,750,000",NaN
932,20.10.2021,דוידזון 7,3939-293-31,דירה בבית קומות,4,רביעית,80.70,"757,000",NaN
933,20.10.2021,לוין מיכאל וחנה 8,6286-154-22,דירה בבית קומות,4,שישית,89.10,"1,890,000",23% ב 1.7 שנים
934,05.01.2020,לוין מיכאל וחנה 8,6286-154-22,דירה בבית קומות,4,שישית,89.10,"1,530,000",23% ב 1.7 שנים
935,29.12.2008,לוין מיכאל וחנה 8,6286-154-22,דירה בבית קומות,4,שישית,89.10,"820,000",23% ב 1.7 שנים
936,20.10.2021,חיל הצנחנים 12,5037-37-9,דירה בבית קומות,4,שלישית,89.60,"1,950,000",25% ב 4.6 שנים
937,09.02.2017,חיל הצנחנים 12,5037-37-9,דירה בבית קומות,4,שלישית,89.60,"1,550,000",25% ב 4.6 שנים
938,20.10.2021,ברניצקי נתן 2,3926-877-15,דירה,4,שישית,108,"2,085,000",NaN
939,20.10.2021,הצופים 2,3939-441-20,דירה בבית קומות,4,חמישית,93.40,"2,169,000",NaN
940,19.10.2021,פינשטיין יונה צבי 11,6288-109-18,דירה בבית קומות,4,חמישית,83.22,"1,780,000",130% ב 16.2 שנים
941,05.07.2005,פינשטיין יונה צבי 11,6288-109-18,דירה בבית קומות,4,חמישית,83.22,"773,000",130% ב 16.2 שנים
942,18.10.2021,גיבשטיין יהושע 11,6288-111-12,דירה בבית קומות,4,שלישית,81.15,"1,740,000",40% ב 8 שנים
943,03.10.2013,גיבשטיין יהושע 11,6288-111-12,דירה בבית קומות,4,שלישית,81.15,"1,240,000",40% ב 8 שנים
944,20.05.1998,גיבשטיין יהושע 11,6288-111-12,דירה בבית קומות,4,שלישית,81.15,"566,000",40% ב 8 שנים
945,18.10.2021,"הרשב""א 17",5115-26-22,דירה בבית קומות,4,שישית,81.70,"2,030,000",NaN
946,17.10.2021,יעקב 68,4247-429-21,דירה בבית קומות,4,שניה,78,"1,350,000",NaN
947,23.10.2000,יעקב 68,4247-429-21,דירה בבית קומות,4,שניה,78,"90,000",NaN
948,17.10.2021,הלל נפתלי 18,3934-166-8,דירה בבית קומות,4,ראשונה,76.28,"1,630,000",NaN
949,17.10.2021,החליל 14,5183-17-7,דירה בבית קומות,4,ראשונה,83.86,"1,850,000",NaN
950,17.10.2021,מעגל השלום 23,5096-3-38,דירה בבית קומות,4,עשירית,94,"2,830,000",47% ב 7.7 שנים
951,06.01.2014,מעגל השלום 23,5096-3-38,דירה בבית קומות,4,עשירית,94,"1,918,000",47% ב 7.7 שנים
952,14.10.2021,וולפסון 37,3926-308-7,דירה בבית קומות,4,שניה,77.88,"1,745,000",161% ב 16.4 שנים
953,13.05.2005,וולפסון 37,3926-308-7,דירה בבית קומות,4,שניה,77.88,"667,000",161% ב 16.4 שנים
954,14.10.2021,האחים אוסטשינסקי 13,3936-257-1,דירה בבית קומות,4,ראשונה,83.10,"1,800,000",16% ב 5.2 שנים
955,17.07.2016,האחים אוסטשינסקי 13,3936-257-1,דירה בבית קומות,4,ראשונה,83.10,"1,550,000",16% ב 5.2 שנים
956,22.08.2000,האחים אוסטשינסקי 13,3936-257-1,דירה בבית קומות,4,ראשונה,83.10,"684,000",16% ב 5.2 שנים
957,14.10.2021,יהודה לייב 49,3929-740-35,דירה,4,שישית,92,"1,810,000",NaN
958,14.10.2021,חנקין 3,3936-35-7,דירה בבית קומות,4,חמישית,105,"2,420,000",NaN
959,13.10.2021,קרן היסוד 21,3928-561-4,דירה בבית קומות,4,קומה ‎1‏,85,"1,760,000",72% ב 8.9 שנים
960,12.11.2012,קרן היסוד 21,3928-561-4,דירה בבית קומות,4,קומה ‎1‏,85,"1,020,000",72% ב 8.9 שנים
961,18.01.2001,קרן היסוד 21,3928-561-4,דירה בבית קומות,4,קומה ‎1‏,85,"498,000",72% ב 8.9 שנים
962,13.10.2021,הרב קוק 10,3932-152-1,דירה בבית קומות,4,ראשונה,73.43,"1,590,000",196% ב 20.8 שנים
963,12.12.2000,הרב קוק 10,3932-152-1,דירה בבית קומות,4,ראשונה,73.43,"536,000",196% ב 20.8 שנים
964,13.10.2021,ברזילי 12,3945-61-5,דירה בבית קומות,4,שלישית,75.25,"1,705,000",3% ב 4 שנים
965,27.09.2017,ברזילי 12,3945-61-5,דירה בבית קומות,4,שלישית,75.25,"1,650,000",3% ב 4 שנים
966,03.09.2003,ברזילי 12,3945-61-5,דירה בבית קומות,4,שלישית,75.25,"672,000",3% ב 4 שנים
967,13.09.1998,ברזילי 12,3945-61-5,דירה בבית קומות,4,שלישית,75.25,"617,000",3% ב 4 שנים
968,13.10.2021,דרור 16,3933-210-12,דירה בבית קומות,4,שלישית,69,"1,013,333",NaN
969,13.10.2021,חיל הצנחנים 17,5037-30-61,דירה בבית קומות,4,קרקע,91.95,"2,450,000",36% ב 5.4 שנים
970,09.05.2016,חיל הצנחנים 17,5037-30-61,דירה בבית קומות,4,קרקע,91.95,"1,790,000",36% ב 5.4 שנים
971,13.10.2021,משה בן נחמן 8,4247-571-12,דירה בבית קומות,4,שניה,96,"2,130,000",NaN
972,13.10.2021,"פיק""א 23",3939-173-22,דירה בבית קומות,4,ראשונה,108,"2,150,000",NaN
973,13.10.2021,NaN,4241-316-0,דירת גג (פנטהאוז),4,שישית,88,"2,450,000",NaN
974,12.10.2021,פינשטיין יונה צבי 13,6288-108-89,דירה בבית קומות,4,שלישית,77.44,"1,800,000",173% ב 20 שנים
975,31.10.2001,פינשטיין יונה צבי 13,6288-108-89,דירה בבית קומות,4,שלישית,77.44,"659,000",173% ב 20 שנים
976,12.10.2021,שרף חיים 4,6286-159-18,דירה בבית קומות,4,חמישית,116.87,"2,310,000",83% ב 11.1 שנים
977,18.08.2010,שרף חיים 4,6286-159-18,דירה בבית קומות,4,חמישית,116.87,"1,261,000",83% ב 11.1 שנים
978,12.10.2021,מזרחי משה 4,3930-370-2,דירה בבית קומות,4,ראשונה,77.75,"1,495,000",NaN
979,12.10.2021,קפלנסקי 26,3926-676-24,דירה,4,NaN,93,"2,030,000",NaN
980,12.10.2021,NaN,3925-737-70,דירה בבית קומות,4,שביעית,125,"2,698,000",NaN
981,11.10.2021,הצופים 3,3939-428-1,דירה בבית קומות,4,ראשונה,116.16,"2,350,000",83% ב 12 שנים
982,01.09.2009,הצופים 3,3939-428-1,דירה בבית קומות,4,ראשונה,116.16,"1,280,000",83% ב 12 שנים
983,11.10.2021,סנש חנה 13,7281-54-15,דירה בבית קומות,4,שישית,84,"1,290,000",NaN
984,11.10.2021,סנש חנה 13,7281-54-15,דירה בבית קומות,4,שישית,84,"1,290,000",NaN
985,11.10.2021,NaN,3925-737-69,NaN,4,שביעית,106,"2,698,000",NaN
986,11.10.2021,NaN,3927-359-2,דירה בבית קומות,4,רביעית,109,"2,920,000",NaN
987,10.10.2021,פינס 9,3928-470-9,דירה בבית קומות,4,שניה,77.68,"1,600,000",173% ב 17.9 שנים
988,13.11.2003,פינס 9,3928-470-9,דירה בבית קומות,4,שניה,77.68,"585,000",173% ב 17.9 שנים
989,10.10.2021,פינשטיין יונה צבי 11,6288-109-28,דירה בבית קומות,4,שביעית,78.29,"1,865,000",45% ב 7 שנים
990,22.10.2014,פינשטיין יונה צבי 11,6288-109-28,דירה בבית קומות,4,שביעית,78.29,"1,280,000",45% ב 7 שנים
991,23.01.2005,פינשטיין יונה צבי 11,6288-109-28,דירה בבית קומות,4,שביעית,78.29,"655,000",45% ב 7 שנים
992,10.10.2021,החליל 5,5183-28-11,דירה בבית קומות,4,שניה,67.09,"1,855,000",NaN
993,10.10.2021,קפלנסקי 26,3926-676-22,דירה,4,NaN,102,"2,150,000",NaN
994,09.10.2021,NaN,3925-737-68,NaN,4,שש עשרה,115,"2,810,000",NaN
995,08.10.2021,השומר 10,3930-429-20,דירה בבית קומות,4,שביעית,77.45,"1,760,000",64% ב 10.7 שנים
996,09.01.2011,השומר 10,3930-429-20,דירה בבית קומות,4,שביעית,77.45,"1,070,000",64% ב 10.7 שנים
997,21.05.2007,השומר 10,3930-429-20,דירה בבית קומות,4,שביעית,77.45,"600,000",64% ב 10.7 שנים
998,08.10.2021,מעגל השלום 1,5096-7-4,דירה בבית קומות,4,ראשונה,89,"2,450,000",89% ב 11.5 שנים
999,28.04.2010,מעגל השלום 1,5096-7-4,דירה בבית קומות,4,ראשונה,89,"1,290,000",89% ב 11.5 שנים
1000,08.10.2021,ברניצקי נתן 2,3926-877-17,דירה,4,חמישית,114,"2,300,000",NaN
1001,07.10.2021,לובמן חביב 8,3936-87-4,דירה בבית קומות,4,שניה,94.77,"1,760,000",51% ב 9.1 שנים
1002,22.08.2012,לובמן חביב 8,3936-87-4,דירה בבית קומות,4,שניה,94.77,"1,165,000",51% ב 9.1 שנים
1003,29.01.1999,לובמן חביב 8,3936-87-4,דירה בבית קומות,4,שניה,94.77,"697,000",51% ב 9.1 שנים
1004,07.10.2021,אלקלעי 20,3930-219-3,דירה בבית קומות,4,שניה,70.91,"720,000",44% ב 8.1 שנים
1005,18.08.2013,אלקלעי 20,3930-219-3,דירה בבית קומות,4,שניה,70.91,"1,000,000",44% ב 8.1 שנים
1006,06.10.2021,מאירוביץ 4,3936-233-35,דירה בבית קומות,4,שישית,85.50,"1,775,000",9% ב 4.7 שנים
1007,01.01.2017,מאירוביץ 4,3936-233-35,דירה בבית קומות,4,שישית,85.50,"1,615,000",9% ב 4.7 שנים
1008,22.06.2001,מאירוביץ 4,3936-233-35,דירה בבית קומות,4,שישית,85.50,"522,000",9% ב 4.7 שנים
1009,06.10.2021,ברניצקי נתן 10,3926-854-14,דירה בבית קומות,4,קומה ‎4‏,121.50,"2,520,000",56% ב 6.2 שנים
1010,02.07.2015,ברניצקי נתן 10,3926-854-14,דירה בבית קומות,4,קומה ‎4‏,121.50,"1,610,000",56% ב 6.2 שנים
1011,06.10.2021,ברניצקי נתן 4,3926-878-15,דירה,4,חמישית,100,"2,068,000",NaN
1012,06.10.2021,התקוה 9,3945-917-3,דירה,4,NaN,117,"2,630,000",NaN
1013,05.10.2021,אלון יגאל 22,6287-285-29,דירה בבית קומות,4,שישית,91.50,"2,150,000",15% ב 3.5 שנים
1014,21.03.2018,אלון יגאל 22,6287-285-29,דירה בבית קומות,4,שישית,91.50,"1,860,000",15% ב 3.5 שנים
1015,23.06.2002,אלון יגאל 22,6287-285-29,דירה בבית קומות,4,שישית,91.50,"841,000",15% ב 3.5 שנים
1016,04.10.2021,שיבת ציון 8,3937-116-8,דירה בבית קומות,4,רביעית,85.90,"1,420,000",5% ב 2.9 שנים
1017,01.11.2018,שיבת ציון 8,3937-116-8,דירה בבית קומות,4,רביעית,85.90,"1,350,000",5% ב 2.9 שנים
1018,17.10.1999,שיבת ציון 8,3937-116-8,דירה בבית קומות,4,רביעית,85.90,"840,000",5% ב 2.9 שנים
1019,04.10.2021,גיבשטיין יהושע 11,6288-111-6,דירה בבית קומות,4,שניה,63.09,"1,575,000",75% ב 9 שנים
1020,27.09.2012,גיבשטיין יהושע 11,6288-111-6,דירה בבית קומות,4,שניה,63.09,"900,000",75% ב 9 שנים
1021,03.10.2021,פינשטיין יונה צבי 9,6288-109-133,דירה בבית קומות,4,שביעית,94.60,"1,855,000",135% ב 21.9 שנים
1022,01.11.1999,פינשטיין יונה צבי 9,6288-109-133,דירה בבית קומות,4,שביעית,94.60,"787,000",135% ב 21.9 שנים
1023,03.10.2021,הכורמים 9,5039-25-67,דירה בבית קומות,4,שישית,93,"2,220,000",NaN
1024,30.09.2021,שינקין 14,3928-774-22,דירה בבית קומות,4,שישית,88.86,"1,950,000",113% ב 16.3 שנים
1025,09.05.2005,שינקין 14,3928-774-22,דירה בבית קומות,4,שישית,88.86,"915,000",113% ב 16.3 שנים
1026,30.09.2021,היקינטון 14,5036-83-17,דירה בבית קומות,4,שלישית,97.16,"1,930,000",NaN
1027,29.09.2021,שינקין 10,3928-259-3,דירה בבית קומות,4,שניה,83.50,"1,800,000",174% ב 16.5 שנים
1028,21.02.2005,שינקין 10,3928-259-3,דירה בבית קומות,4,שניה,83.50,"655,000",174% ב 16.5 שנים
1029,29.09.2021,וולפסון 45,3926-1272-28,דירה בבית קומות,4,רביעית,106.81,"1,920,000",32% ב 6.7 שנים
1030,03.12.2014,וולפסון 45,3926-1272-28,דירה בבית קומות,4,רביעית,106.81,"1,445,000",32% ב 6.7 שנים
1031,27.05.2002,וולפסון 45,3926-1272-28,דירה בבית קומות,4,רביעית,106.81,"915,000",32% ב 6.7 שנים
1032,29.09.2021,הנגיד 14,5115-28-76,דירה בבית קומות,4,שמינית,104,"1,125,000",NaN
1033,26.09.2021,הירקון 2,3923-285-24,דירה,4,NaN,110,"1,830,000",NaN
1034,24.09.2021,לבונטין 17,3936-79-16,דירה בבית קומות,4,רביעית,90,"1,750,000",NaN
1035,23.09.2021,אלון יגאל 24,6287-286-17,דירה בבית קומות,4,רביעית,108,"2,100,000",NaN
1036,23.09.2021,NaN,3925-747-115,דירה בבית קומות,4,שישית,96,"2,640,000",NaN
1037,22.09.2021,שרירא שמואל 30,6286-152-14,דירה,4,NaN,75,"1,475,000",NaN
1038,22.09.2021,אביעזר 3,6286-155-11,דירה בבית קומות,4,שלישית,101.74,"1,765,000",NaN
1039,22.09.2021,"רמב""ם 25",3930-561-5,דירה בבית קומות,4,שניה,84.22,"1,850,000",NaN
1040,22.09.2021,NaN,3925-747-114,NaN,4,שישית,96,"2,640,000",NaN
1041,20.09.2021,אלירז שלמה 5,3930-131-494,דירה בבית קומות,4,עשרים,110,"2,420,000",NaN
1042,19.09.2021,החלמונית 26,5036-79-28,דירה בבית קומות,4,חמישית,98.15,"1,820,000",139% ב 19.7 שנים
1043,20.12.2001,החלמונית 26,5036-79-28,דירה בבית קומות,4,חמישית,98.15,"760,000",139% ב 19.7 שנים
1044,19.09.2021,ברון דבורה 3,3945-690-6,דירה בבית קומות,4,שניה,105,"2,250,000",58% ב 11.6 שנים
1045,26.01.2010,ברון דבורה 3,3945-690-6,דירה בבית קומות,4,שניה,105,"1,420,000",58% ב 11.6 שנים
1046,19.09.2021,האחים זיגר 8,3928-759-1,דירה בבית קומות,4,ראשונה,73.48,"1,485,000",NaN
1047,19.09.2021,השריג 12,5039-38-54,דירה בבית קומות,4,ראשונה,83.65,"1,930,000",NaN
1048,19.09.2021,חיל השריון 9,2717-15-21,דירה בבית קומות,4,חמישית,105,"2,330,000",NaN
1049,19.09.2021,הנגיד 9,5115-31-51,דירה בבית קומות,4,שלישית,106,"2,550,000",NaN
1050,14.09.2021,הגדוד העברי 35,3932-124-6,דירה בבית קומות,4,שלישית,75.84,"1,450,000",85% ב 12.4 שנים
1051,02.04.2009,הגדוד העברי 35,3932-124-6,דירה בבית קומות,4,שלישית,75.84,"780,000",85% ב 12.4 שנים
1052,20.11.2007,הגדוד העברי 35,3932-124-6,דירה בבית קומות,4,שלישית,75.84,"591,000",85% ב 12.4 שנים
1053,01.05.2001,הגדוד העברי 35,3932-124-6,דירה בבית קומות,4,שלישית,75.84,"496,000",85% ב 12.4 שנים
1054,14.09.2021,נוה ציון 3,3938-1-1,דירה בבית קומות,4,קרקע,103.40,"987,500",NaN
1055,14.09.2021,בלבן אליעזר 6,3939-501-138,דירה בבית קומות,4,קומה ‎3‏,85.08,"2,035,000",NaN
1056,14.09.2021,"צ""ג בנות 40",3929-1095-7,דירה בבית קומות,4,ראשונה,108,"2,160,000",NaN
1057,14.09.2021,NaN,3925-737-67,דירה בבית קומות,4,שביעית,113,"2,800,000",NaN
1058,14.09.2021,NaN,5025-205-1,קוטג' חד משפחתי,4,ראשונה,103,"3,600,000",NaN
1059,13.09.2021,וולפסון 51,3926-939-13,דירה בבית קומות,4,רביעית,87.35,"1,690,000",12% ב 2 שנים
1060,01.09.2019,וולפסון 51,3926-939-13,דירה בבית קומות,4,רביעית,87.35,"1,500,000",12% ב 2 שנים
1061,10.03.2011,וולפסון 51,3926-939-13,דירה בבית קומות,4,רביעית,87.35,"1,100,000",12% ב 2 שנים
1062,13.09.2021,האיריס 22,5036-93-16,דירה בבית קומות,4,רביעית,83.83,"1,660,000",22% ב 6.5 שנים
1063,11.02.2015,האיריס 22,5036-93-16,דירה בבית קומות,4,רביעית,83.83,"1,355,000",22% ב 6.5 שנים
1064,13.09.2021,חיל הרגלים 11,5031-14-27,דירה בבית קומות,4,שביעית,80.75,"1,530,000",NaN
1065,13.09.2021,הרב דמארי 9,3937-80-8,דירה בבית קומות,4,רביעית,79.64,"1,615,000",NaN
