propery_type,rooms,foor,square_foot,price,sector,block,property,day,month,year,lat,lng
1,4.0,2,75.25,1250000,3945,61,4,10,10,2011,31.9654008,34.7914963
1,4.0,1,96.0,2150000,5036,34,18,22,02,2022,31.9731883,34.7866434
1,4.0,1,96.0,780000,5036,34,18,17,03,2008,31.9731883,34.7866434
1,4.0,1,96.0,662000,5036,34,18,29,09,1999,31.9731883,34.7866434
1,4.0,2,76.51,1950000,6823,181,42,22,02,2022,31.9876127,34.7853452
1,4.0,2,76.51,1620000,6823,181,42,13,07,2017,31.9876127,34.7853452
1,4.0,2,76.51,669000,6823,181,42,09,07,2003,31.9876127,34.7853452
1,4.0,1,82.5,1625000,3926,1272,18,22,02,2022,31.9627499,34.7945163
1,4.0,1,82.5,684000,3926,1272,18,05,03,2008,31.9627499,34.7945163
1,4.0,9,95.0,2150000,5096,6,33,22,02,2022,31.9686776,34.7674071
1,4.0,9,95.0,1630000,5096,6,33,21,03,2012,31.9686776,34.7674071
1,4.0,3,79.3,1600000,3933,206,24,21,02,2022,31.97001,34.801216
1,4.0,3,79.3,1400000,3933,206,24,07,06,2018,31.97001,34.801216
1,4.0,3,79.3,870000,3933,206,24,17,05,2010,31.97001,34.801216
1,4.0,2,81.0,2300000,5388,43,22,20,02,2022,31.962152,34.7792567
1,4.0,2,81.0,1330000,5388,43,22,28,10,2013,31.962152,34.7792567
1,4.0,6,95.86,2280000,3939,442,22,18,02,2022,31.9722834,34.8161219
1,4.0,6,95.86,1170000,3939,442,22,15,01,2009,31.9722834,34.8161219
1,4.0,6,95.86,878000,3939,442,22,27,11,2005,31.9722834,34.8161219
1,4.0,3,94.3,2530000,5115,33,57,18,02,2022,31.9766133,34.7757497
1,4.0,3,94.3,1260000,5115,33,57,23,07,2008,31.9766133,34.7757497
1,4.0,2,102.75,2480000,5038,20,12,17,02,2022,31.97536879999999,34.7771306
1,4.0,2,102.75,2130000,5038,20,12,13,08,2020,31.97536879999999,34.7771306
1,4.0,2,102.75,1280000,5038,20,12,24,11,2009,31.97536879999999,34.7771306
1,4.0,2,102.75,890000,5038,20,12,28,02,2002,31.97536879999999,34.7771306
1,4.0,0,87.65,3430000,5037,27,3,17,02,2022,31.995939,34.738297
1,4.0,0,87.65,1950000,5037,27,3,10,01,2016,31.995939,34.738297
1,4.0,0,87.65,1092000,5037,27,3,26,03,2000,31.995939,34.738297
1,4.0,3,92.97,2800000,2704,55,494,17,02,2022,31.9969352,34.7372329
1,4.0,3,92.97,1747000,2704,55,494,21,11,2010,31.9969352,34.7372329
1,4.0,1,96.7,2250000,5387,76,12,16,02,2022,31.9659264,34.77894570000001
1,4.0,1,96.7,759000,5387,76,12,31,01,1999,31.9659264,34.77894570000001
1,4.0,2,63.09,1660000,6288,111,5,15,02,2022,31.954214,34.812624
1,4.0,2,63.09,635000,6288,111,5,03,03,2008,31.954214,34.812624
1,4.0,3,86.88,1695000,3932,74,7,14,02,2022,31.9647674,34.8090418
1,4.0,3,86.88,621000,3932,74,7,13,07,2001,31.9647674,34.8090418
1,4.0,3,89.62,2350000,4247,581,21,14,02,2022,31.9470168,34.8141956
1,4.0,3,89.62,1645000,4247,581,21,14,12,2015,31.9470168,34.8141956
1,4.0,3,89.62,1983000,4247,581,21,31,10,2001,31.9470168,34.8141956
1,4.0,8,95.86,2290000,3939,437,30,13,02,2022,31.9735307,34.8154125
1,4.0,8,95.86,1600000,3939,437,30,27,08,2014,31.9735307,34.8154125
1,4.0,8,95.86,1245000,3939,437,30,08,07,2009,31.9735307,34.8154125
1,4.0,8,95.86,795000,3939,437,30,04,06,2002,31.9735307,34.8154125
1,4.0,2,114.35,2290000,6286,159,5,13,02,2022,31.9656735,34.8235035
1,4.0,2,114.35,1242000,6286,159,5,17,12,2010,31.9656735,34.8235035
1,4.0,2,114.35,835000,6286,159,5,13,11,2007,31.9656735,34.8235035
1,4.0,2,85.0,2440000,3926,967,23,10,02,2022,31.9570145,34.7975096
1,4.0,2,85.0,1190000,3926,967,23,26,06,2012,31.9570145,34.7975096
1,4.0,2,85.0,1100000,3926,967,23,03,03,2011,31.9570145,34.7975096
1,4.0,3,98.0,2400000,5182,5,40,09,02,2022,31.9669027,34.7765563
1,4.0,3,98.0,819000,5182,5,40,25,01,1999,31.9669027,34.7765563
1,4.0,8,119.8,3490000,3946,330,29,09,02,2022,31.973981,34.7879917
1,4.0,8,119.8,1410000,3946,330,29,22,03,2009,31.973981,34.7879917
1,4.0,2,68.24,1000000,3928,660,7,08,02,2022,31.9699288,34.8001795
1,4.0,2,68.24,1010000,3928,660,7,05,07,2013,31.9699288,34.8001795
1,4.0,4,81.7,2025000,5115,79,14,08,02,2022,31.9780281,34.7744814
1,4.0,4,81.7,1350000,5115,79,14,17,03,2013,31.9780281,34.7744814
1,4.0,4,82.5,1550000,3929,386,8,03,02,2022,31.968445,34.8100252
1,4.0,4,82.5,910000,3929,386,8,21,01,2010,31.968445,34.8100252
1,4.0,4,82.5,532000,3929,386,8,10,10,2007,31.968445,34.8100252
1,4.0,2,72.45,1770000,6286,146,6,03,02,2022,31.9657799,34.8224761
1,4.0,2,72.45,975000,6286,146,6,24,02,2014,31.9657799,34.8224761
1,4.0,5,87.51,2530000,5748,11,17,02,02,2022,31.9817066,34.7811035
1,4.0,5,87.51,2290000,5748,11,17,26,02,2020,31.9817066,34.7811035
1,4.0,5,87.51,1460000,5748,11,17,28,02,2012,31.9817066,34.7811035
1,4.0,3,83.0,1286000,3923,293,10,01,02,2022,31.9646603,34.7904456
1,4.0,3,83.0,935000,3923,293,10,22,12,2009,31.9646603,34.7904456
1,4.0,1,89.86,1995000,2717,4,7,01,02,2022,31.9966889,34.7404786
1,4.0,1,89.86,1340000,2717,4,7,19,11,2014,31.9966889,34.7404786
1,4.0,1,89.86,1356000,2717,4,7,04,06,2013,31.9966889,34.7404786
1,4.0,1,89.86,1320000,2717,4,7,24,09,2012,31.9966889,34.7404786
1,4.0,1,89.86,1354000,2717,4,7,23,08,2011,31.9966889,34.7404786
1,4.0,1,89.86,1041000,2717,4,7,23,08,2011,31.9966889,34.7404786
1,4.0,3,84.55,1850000,3936,210,11,01,02,2022,31.961481,34.8066409
1,4.0,3,84.55,1488000,3936,210,11,26,03,2018,31.961481,34.8066409
1,4.0,3,84.55,1365000,3936,210,11,23,12,2015,31.961481,34.8066409
1,4.0,9,82.15,2140000,3939,431,18,27,01,2022,31.9722338,34.8154372
1,4.0,9,82.15,1375000,3939,431,18,24,09,2012,31.9722338,34.8154372
1,4.0,9,82.15,1330000,3939,431,18,16,09,2011,31.9722338,34.8154372
1,4.0,9,82.15,693000,3939,431,18,29,10,2000,31.9722338,34.8154372
1,4.0,2,75.95,1730000,3929,105,5,27,01,2022,31.9701362,34.806157
1,4.0,2,75.95,1580000,3929,105,5,10,07,2019,31.9701362,34.806157
1,4.0,2,75.95,1045000,3929,105,5,23,09,2012,31.9701362,34.806157
1,4.0,2,81.74,1590000,3932,191,3,23,01,2022,31.9634947,34.8089819
1,4.0,2,81.74,646000,3932,191,3,05,03,2003,31.9634947,34.8089819
1,4.0,2,98.8,2050000,3925,283,4,23,01,2022,31.9598948,34.8039594
1,4.0,2,98.8,1250000,3925,283,4,27,08,2012,31.9598948,34.8039594
1,4.0,2,94.77,1800000,6286,398,33,21,01,2022,31.9693064,34.8231191
1,4.0,2,94.77,1268000,6286,398,33,15,10,2010,31.9693064,34.8231191
1,4.0,1,63.06,1570000,3936,58,3,19,01,2022,31.9607402,34.806934
1,4.0,1,63.06,1120000,3936,58,3,19,11,2014,31.9607402,34.806934
1,4.0,1,63.06,917000,3936,58,3,02,04,2010,31.9607402,34.806934
1,4.0,1,63.06,588000,3936,58,3,28,10,1999,31.9607402,34.806934
1,4.0,2,71.7,1860000,5387,78,6,19,01,2022,31.9657428,34.7794092
1,4.0,2,71.7,1200000,5387,78,6,11,04,2011,31.9657428,34.7794092
1,4.0,2,71.7,717000,5387,78,6,03,04,2003,31.9657428,34.7794092
1,4.0,7,96.43,2100000,3945,727,28,19,01,2022,31.9684608,34.792298
1,4.0,7,96.43,861000,3945,727,28,19,07,2006,31.9684608,34.792298
1,4.0,3,83.87,1745000,3926,971,26,19,01,2022,31.95691309999999,34.7995146
1,4.0,3,83.87,1485000,3926,971,26,29,02,2016,31.95691309999999,34.7995146
1,4.0,1,83.65,2250000,5039,38,53,18,01,2022,31.9722644,34.7767215
1,4.0,1,83.65,1360000,5039,38,53,03,03,2013,31.9722644,34.7767215
1,4.0,1,83.65,806000,5039,38,53,28,01,2007,31.9722644,34.7767215
1,4.0,5,105.0,3120000,3928,561,18,18,01,2022,31.9719164,34.8028117
1,4.0,5,105.0,2850000,3928,561,18,17,06,2021,31.9719164,34.8028117
1,4.0,5,105.0,2200000,3928,561,18,16,06,2021,31.9719164,34.8028117
1,4.0,5,105.0,2080000,3928,561,18,20,05,2021,31.9719164,34.8028117
1,4.0,5,105.0,2040000,3928,561,18,09,02,2021,31.9719164,34.8028117
1,4.0,5,105.0,2100000,3928,561,18,06,12,2020,31.9719164,34.8028117
1,4.0,5,105.0,1950000,3928,561,18,08,07,2020,31.9719164,34.8028117
1,4.0,12,110.0,2692000,4746,32,120,18,01,2022,31.9805375,34.7848116
1,4.0,12,110.0,1630000,4746,32,120,21,03,2010,31.9805375,34.7848116
1,4.0,12,110.0,3086695,4746,32,120,13,01,2010,31.9805375,34.7848116
1,4.0,4,67.68,1590000,3930,124,7,17,01,2022,31.9610954,34.8126387
1,4.0,4,67.68,1380000,3930,124,7,16,02,2020,31.9610954,34.8126387
1,4.0,1,92.48,2900000,4247,575,17,17,01,2022,31.9471667,34.8131738
1,4.0,1,92.48,1890000,4247,575,17,24,12,2014,31.9471667,34.8131738
1,4.0,1,92.48,2373000,4247,575,17,22,11,2002,31.9471667,34.8131738
1,4.0,4,86.39,1680000,3932,154,7,16,01,2022,31.9661017,34.8091793
1,4.0,4,86.39,1280000,3932,154,7,20,07,2015,31.9661017,34.8091793
1,4.0,4,86.39,544000,3932,154,7,11,09,2000,31.9661017,34.8091793
1,4.0,3,71.09,1530000,3926,723,7,16,01,2022,31.9574769,34.8015236
1,4.0,3,71.09,600000,3926,723,7,13,11,2007,31.9574769,34.8015236
1,4.0,3,71.09,573000,3926,723,7,25,10,2000,31.9574769,34.8015236
1,4.0,4,67.8,1845000,3926,656,11,16,01,2022,31.9578374,34.7959349
1,4.0,4,67.8,1575000,3926,656,11,11,06,2017,31.9578374,34.7959349
1,4.0,5,85.0,2290000,5183,78,45,16,01,2022,31.9648298,34.7707316
1,4.0,5,85.0,1840000,5183,78,45,21,12,2017,31.9648298,34.7707316
1,4.0,6,87.9,1830000,3928,795,24,13,01,2022,31.9726732,34.8016532
1,4.0,6,87.9,1560000,3928,795,24,06,12,2017,31.9726732,34.8016532
1,4.0,0,109.0,2050000,3930,704,18,13,01,2022,31.967257,34.8162249
1,4.0,0,109.0,2035000,3930,704,18,27,08,2021,31.967257,34.8162249
1,4.0,2,88.29,1592000,3939,300,8,12,01,2022,31.9705465,34.8172607
1,4.0,2,88.29,525000,3939,300,8,10,10,2007,31.9705465,34.8172607
1,4.0,2,88.29,499000,3939,300,8,18,05,2004,31.9705465,34.8172607
1,4.0,14,98.85,2800000,2717,35,52,12,01,2022,31.9976865,34.7426943
1,4.0,14,98.85,1074000,2717,35,52,29,07,2007,31.9976865,34.7426943
1,4.0,6,76.1,1870000,5036,118,18,11,01,2022,31.96936809999999,34.7839533
1,4.0,6,76.1,794000,5036,118,18,08,10,2007,31.96936809999999,34.7839533
1,4.0,6,76.1,570000,5036,118,18,18,05,1998,31.96936809999999,34.7839533
1,4.0,3,98.48,2700000,5182,26,11,11,01,2022,31.9655605,34.7747926
1,4.0,3,98.48,1660000,5182,26,11,13,04,2011,31.9655605,34.7747926
1,4.0,3,98.48,1065000,5182,26,11,15,08,2002,31.9655605,34.7747926
1,4.0,1,88.6,1770000,3930,324,3,10,01,2022,31.9624948,34.8165115
1,4.0,1,88.6,1140000,3930,324,3,22,07,2013,31.9624948,34.8165115
1,4.0,1,88.6,612000,3930,324,3,24,01,2007,31.9624948,34.8165115
1,4.0,2,79.38,1720000,3929,783,4,10,01,2022,31.9699642,34.8063139
1,4.0,2,79.38,1450000,3929,783,4,21,12,2016,31.9699642,34.8063139
1,4.0,2,79.38,620000,3929,783,4,05,02,2008,31.9699642,34.8063139
1,4.0,1,80.0,2180000,5039,39,91,06,01,2022,31.9726872,34.7763541
1,4.0,1,80.0,2121000,5039,39,91,26,05,2020,31.9726872,34.7763541
1,4.0,3,75.87,1630000,3932,97,6,05,01,2022,31.9667925,34.80946840000001
1,4.0,3,75.87,960000,3932,97,6,13,11,2013,31.9667925,34.80946840000001
1,4.0,3,75.87,575000,3932,97,6,06,12,2007,31.9667925,34.80946840000001
1,4.0,4,63.09,1500000,6288,111,30,05,01,2022,31.954214,34.812624
1,4.0,4,63.09,1100000,6288,111,30,15,12,2015,31.954214,34.812624
1,4.0,2,90.0,1830000,3923,297,11,04,01,2022,31.9639139,34.7918806
1,4.0,2,90.0,1450000,3923,297,11,24,05,2015,31.9639139,34.7918806
1,4.0,2,90.0,450000,3923,297,11,01,11,2012,31.9639139,34.7918806
1,4.0,7,91.95,2525000,2717,35,23,04,01,2022,31.9976865,34.7426943
1,4.0,7,91.95,1700000,2717,35,23,15,02,2011,31.9976865,34.7426943
1,4.0,4,86.04,1670000,3939,304,14,03,01,2022,31.9705224,34.8165013
1,4.0,4,86.04,560000,3939,304,14,03,05,2007,31.9705224,34.8165013
1,4.0,3,94.24,1810000,3930,371,12,03,01,2022,31.9730015,34.7925013
1,4.0,3,94.24,1320000,3930,371,12,30,10,2016,31.9730015,34.7925013
1,4.0,3,94.24,576000,3930,371,12,19,03,2000,31.9730015,34.7925013
1,4.0,4,77.97,1945000,3928,580,11,03,01,2022,31.9726142,34.803057
1,4.0,4,77.97,1320000,3928,580,11,09,06,2014,31.9726142,34.803057
1,4.0,4,77.97,1070000,3928,580,11,18,10,2012,31.9726142,34.803057
1,4.0,15,95.05,2700000,2717,35,55,03,01,2022,31.9976865,34.7426943
1,4.0,15,95.05,1128000,2717,35,55,29,07,2007,31.9976865,34.7426943
1,4.0,3,91.5,2060000,5037,29,15,03,01,2022,31.9959916,34.7388416
1,4.0,3,91.5,1300000,5037,29,15,08,04,2011,31.9959916,34.7388416
1,4.0,6,128.0,2650000,7373,60,23,03,01,2022,31.9837435,34.8046025
1,4.0,6,128.0,2100000,7373,60,23,08,07,2018,31.9837435,34.8046025
1,4.0,6,128.0,2090000,7373,60,23,13,02,2011,31.9837435,34.8046025
1,4.0,6,128.0,1510000,7373,60,23,31,01,2011,31.9837435,34.8046025
1,4.0,5,82.23,1920000,3929,1062,15,02,01,2022,31.9671913,34.805209
1,4.0,5,82.23,1100001,3929,1062,15,03,02,2013,31.9671913,34.805209
1,4.0,3,101.81,1935000,3937,44,12,30,12,2021,31.9601333,34.8119181
1,4.0,3,101.81,1100000,3937,44,12,01,05,2013,31.9601333,34.8119181
1,4.0,3,101.81,715000,3937,44,12,26,11,2007,31.9601333,34.8119181
1,4.0,1,85.92,1680000,3929,682,2,29,12,2021,31.9712339,34.8096004
1,4.0,1,85.92,509000,3929,682,2,25,04,2007,31.9712339,34.8096004
1,4.0,3,89.26,1770000,3939,342,8,29,12,2021,31.9721634,34.8095549
1,4.0,3,89.26,825000,3939,342,8,22,05,2008,31.9721634,34.8095549
1,4.0,3,89.26,657000,3939,342,8,17,01,2002,31.9721634,34.8095549
1,4.0,1,85.0,2570000,3926,967,19,28,12,2021,31.9570145,34.7975096
1,4.0,1,85.0,2800000,3926,967,19,13,11,2019,31.9570145,34.7975096
1,4.0,1,85.0,550000,3926,967,19,25,12,2013,31.9570145,34.7975096
1,4.0,4,85.53,1700000,3930,110,12,27,12,2021,31.9615385,34.8134835
1,4.0,4,85.53,1155000,3930,110,12,14,09,2012,31.9615385,34.8134835
1,4.0,4,85.53,504000,3930,110,12,27,05,2005,31.9615385,34.8134835
1,4.0,4,85.53,548000,3930,110,12,20,11,2000,31.9615385,34.8134835
1,4.0,1,80.75,1820000,5031,4,32,27,12,2021,31.9963505,34.7423977
1,4.0,1,80.75,1150000,5031,4,32,07,08,2014,31.9963505,34.7423977
1,4.0,1,80.75,910000,5031,4,32,23,11,2009,31.9963505,34.7423977
1,4.0,1,80.75,524000,5031,4,32,08,12,2006,31.9963505,34.7423977
1,4.0,5,81.88,1850000,3928,137,20,27,12,2021,31.9668114,34.8020367
1,4.0,5,81.88,1080000,3928,137,20,26,05,2011,31.9668114,34.8020367
1,4.0,5,81.88,581000,3928,137,20,14,05,2001,31.9668114,34.8020367
1,4.0,1,100.87,1650000,3939,294,2,27,12,2021,31.9716691,34.814729
1,4.0,1,100.87,582000,3939,294,2,14,06,2001,31.9716691,34.814729
1,4.0,6,85.95,1690000,3930,404,49,27,12,2021,31.9663817,34.8140045
1,4.0,6,85.95,985000,3930,404,49,13,06,2010,31.9663817,34.8140045
1,4.0,8,104.4,1880000,3939,311,31,26,12,2021,31.9711686,34.8146924
1,4.0,8,104.4,1070000,3939,311,31,10,03,2013,31.9711686,34.8146924
1,4.0,1,100.2,1780000,3933,270,1,26,12,2021,31.9658527,34.8038879
1,4.0,1,100.2,1660000,3933,270,1,24,02,2021,31.9658527,34.8038879
1,4.0,9,93.4,2200000,3939,446,36,22,12,2021,31.9729298,34.814453
1,4.0,9,93.4,1040000,3939,446,36,23,03,2008,31.9729298,34.814453
1,4.0,9,93.4,733000,3939,446,36,12,02,2001,31.9729298,34.814453
1,4.0,8,93.7,2370000,3930,553,31,22,12,2021,31.9634066,34.8158275
1,4.0,8,93.7,2030000,3930,553,31,28,11,2016,31.9634066,34.8158275
1,4.0,8,93.7,933000,3930,553,31,28,01,2007,31.9634066,34.8158275
1,4.0,1,96.15,2040000,3939,439,2,21,12,2021,31.9739777,34.814207
1,4.0,1,96.15,1270000,3939,439,2,13,08,2012,31.9739777,34.814207
1,4.0,1,96.15,686000,3939,439,2,20,11,2001,31.9739777,34.814207
1,4.0,8,95.86,2200000,3939,438,30,21,12,2021,31.9738621,34.8149358
1,4.0,8,95.86,730000,3939,438,30,11,01,2002,31.9738621,34.8149358
1,4.0,3,97.5,2370000,5384,54,14,21,12,2021,31.9801031,34.7820617
1,4.0,3,97.5,1350000,5384,54,14,31,07,2012,31.9801031,34.7820617
1,4.0,0,105.01,3975000,5387,28,1,20,12,2021,31.9659826,34.782845
1,4.0,0,105.01,2065000,5387,28,1,10,07,2010,31.9659826,34.782845
1,4.0,0,105.01,1142000,5387,28,1,21,03,1999,31.9659826,34.782845
1,4.0,1,83.0,2050000,5387,49,19,20,12,2021,31.9645627,34.7813193
1,4.0,1,83.0,1405000,5387,49,19,22,07,2014,31.9645627,34.7813193
1,4.0,18,128.0,3100000,2704,55,394,20,12,2021,31.99653139999999,34.7371853
1,4.0,18,128.0,2627458,2704,55,394,02,01,2012,31.99653139999999,34.7371853
1,4.0,18,128.0,1920000,2704,55,394,17,09,2009,31.99653139999999,34.7371853
1,4.0,1,81.25,1915000,3928,244,2,19,12,2021,31.9705636,34.8003161
1,4.0,1,81.25,1630000,3928,244,2,15,04,2019,31.9705636,34.8003161
1,4.0,1,81.25,1130000,3928,244,2,17,07,2011,31.9705636,34.8003161
1,4.0,1,81.25,651000,3928,244,2,03,10,2002,31.9705636,34.8003161
1,4.0,4,102.92,1780000,3930,407,15,16,12,2021,31.966262,34.81514200000001
1,4.0,4,102.92,695000,3930,407,15,13,01,2008,31.966262,34.81514200000001
1,4.0,3,78.6,1690000,3926,714,10,16,12,2021,31.9576004,34.8004264
1,4.0,3,78.6,1260000,3926,714,10,30,04,2015,31.9576004,34.8004264
1,4.0,0,103.0,2100000,3929,1127,22,16,12,2021,31.9675743,34.8066463
1,4.0,0,103.0,1475000,3929,1127,22,08,09,2015,31.9675743,34.8066463
1,4.0,2,64.32,2050000,6286,149,21,15,12,2021,31.9653429,34.8222087
1,4.0,2,64.32,2075000,6286,149,21,25,02,2021,31.9653429,34.8222087
1,4.0,2,64.32,870000,6286,149,21,20,05,2012,31.9653429,34.8222087
1,4.0,2,64.32,504000,6286,149,21,08,04,2008,31.9653429,34.8222087
1,4.0,2,91.04,1683000,3929,491,4,15,12,2021,31.9700436,34.808791
1,4.0,2,91.04,627000,3929,491,4,27,03,2001,31.9700436,34.808791
1,4.0,5,106.81,1800000,3926,1272,32,15,12,2021,31.9627499,34.7945163
1,4.0,5,106.81,1430000,3926,1272,32,29,10,2015,31.9627499,34.7945163
1,4.0,5,106.81,769000,3926,1272,32,24,10,2002,31.9627499,34.7945163
1,4.0,5,93.0,2385000,5114,36,66,15,12,2021,31.975772,34.770986
1,4.0,5,93.0,1600000,5114,36,66,06,04,2014,31.975772,34.770986
1,4.0,5,93.0,890000,5114,36,66,10,10,1999,31.975772,34.770986
1,4.0,2,69.84,1600000,3926,720,4,15,12,2021,31.9571285,34.79939630000001
1,4.0,2,69.84,1562000,3926,720,4,08,08,2021,31.9571285,34.79939630000001
1,4.0,2,86.44,1710000,3930,170,5,14,12,2021,31.9664876,34.8116723
1,4.0,2,86.44,1365000,3930,170,5,04,01,2014,31.9664876,34.8116723
1,4.0,2,86.44,880000,3930,170,5,09,07,2012,31.9664876,34.8116723
1,4.0,1,89.75,1947000,3926,1100,161,14,12,2021,31.960236,34.7925805
1,4.0,1,89.75,1380000,3926,1100,161,30,12,2013,31.960236,34.7925805
1,4.0,1,94.5,2370000,5182,6,3,14,12,2021,31.9669589,34.7769745
1,4.0,1,94.5,1485000,5182,6,3,02,01,2013,31.9669589,34.7769745
1,4.0,3,95.85,2280000,5116,86,12,10,12,2021,31.972618,34.7736614
1,4.0,3,95.85,967000,5116,86,12,01,06,2007,31.972618,34.7736614
1,4.0,3,85.91,1735000,3929,716,9,09,12,2021,31.9681768,34.8074359
1,4.0,3,85.91,624000,3929,716,9,15,10,2004,31.9681768,34.8074359
1,4.0,3,96.55,2235000,6823,183,9,09,12,2021,31.9878957,34.7854847
1,4.0,3,96.55,1785000,6823,183,9,22,02,2017,31.9878957,34.7854847
1,4.0,2,105.3,2100000,6286,269,10,08,12,2021,31.9649883,34.82094740000001
1,4.0,2,105.3,1880000,6286,269,10,17,09,2018,31.9649883,34.82094740000001
1,4.0,2,105.3,760000,6286,269,10,30,12,1998,31.9649883,34.82094740000001
1,4.0,8,80.0,1900000,5389,4,31,08,12,2021,31.96381,34.7777557
1,4.0,8,80.0,1525000,5389,4,31,21,01,2016,31.96381,34.7777557
1,4.0,8,80.0,1270000,5389,4,31,03,04,2011,31.96381,34.7777557
1,4.0,8,76.7,1750000,5036,54,31,07,12,2021,31.9733325,34.7823314
1,4.0,8,76.7,1270000,5036,54,31,12,01,2016,31.9733325,34.7823314
1,4.0,8,76.7,650000,5036,54,31,04,05,2003,31.9733325,34.7823314
1,4.0,1,91.5,2060000,3928,437,2,07,12,2021,32.0244102,34.7705229
1,4.0,1,91.5,731000,3928,437,2,15,12,2004,32.0244102,34.7705229
1,4.0,2,109.0,2200000,3926,675,6,07,12,2021,31.957961,34.7975121
1,4.0,2,109.0,1740000,3926,675,6,16,01,2017,31.957961,34.7975121
1,4.0,2,109.0,1970000,3926,675,6,15,10,2013,31.957961,34.7975121
1,4.0,2,109.0,900000,3926,675,6,15,06,2010,31.957961,34.7975121
1,4.0,2,90.54,732000,5387,4,13,06,12,2021,31.9675013,34.7801992
1,4.0,2,90.54,866000,5387,4,13,15,06,2003,31.9675013,34.7801992
1,4.0,6,85.14,1760000,3930,73,18,06,12,2021,31.964343,34.8125391
1,4.0,6,85.14,845000,3930,73,18,20,07,2008,31.964343,34.8125391
1,4.0,1,92.0,2100000,5182,8,28,06,12,2021,31.9676097,34.776798
1,4.0,1,92.0,1625000,5182,8,28,13,03,2014,31.9676097,34.776798
1,4.0,1,92.0,987000,5182,8,28,12,08,2007,31.9676097,34.776798
1,4.0,3,93.3,2380000,5182,8,13,06,12,2021,31.96782919999999,34.7760186
1,4.0,3,93.3,1805000,5182,8,13,12,02,2017,31.96782919999999,34.7760186
1,4.0,3,93.3,1400000,5182,8,13,08,05,2014,31.96782919999999,34.7760186
1,4.0,8,95.66,2490000,5116,27,32,06,12,2021,31.97376629999999,34.7719947
1,4.0,8,95.66,1780000,5116,27,32,20,12,2015,31.97376629999999,34.7719947
1,4.0,3,74.03,1620000,3928,640,8,05,12,2021,31.9705095,34.8005196
1,4.0,3,74.03,647000,3928,640,8,04,11,1998,31.9705095,34.8005196
1,4.0,3,101.63,1750000,3929,1094,10,05,12,2021,31.9696812,34.8079448
1,4.0,3,101.63,724000,3929,1094,10,21,10,2009,31.9696812,34.8079448
1,4.0,2,81.74,1815000,3928,443,4,03,12,2021,31.9686749,34.8010728
1,4.0,2,81.74,822000,3928,443,4,03,02,2003,31.9686749,34.8010728
1,4.0,1,86.0,1765000,3939,297,1,02,12,2021,31.97099609999999,34.8160738
1,4.0,1,86.0,987000,3939,297,1,02,01,2013,31.97099609999999,34.8160738
1,4.0,1,86.0,650000,3939,297,1,12,03,2008,31.97099609999999,34.8160738
1,4.0,4,95.6,2060000,5036,94,39,02,12,2021,31.9714481,34.7820544
1,4.0,4,95.6,702000,5036,94,39,17,11,2004,31.9714481,34.7820544
1,4.0,7,99.0,2500000,4746,32,101,02,12,2021,31.9805375,34.7848116
1,4.0,7,99.0,1950000,4746,32,101,17,02,2015,31.9805375,34.7848116
1,4.0,7,99.0,2000000,4746,32,101,15,02,2011,31.9805375,34.7848116
1,4.0,7,99.0,1340000,4746,32,101,23,04,2009,31.9805375,34.7848116
1,4.0,3,85.99,1670000,3928,749,9,01,12,2021,31.9713168,34.79859320000001
1,4.0,3,85.99,612000,3928,749,9,29,11,2004,31.9713168,34.79859320000001
4,4.0,0,91.6,2600000,5182,4,1,01,12,2021,31.9671117,34.7764892
4,4.0,0,91.6,1207000,5182,4,1,11,07,2002,31.9671117,34.7764892
1,4.0,3,100.48,2420000,5183,35,35,01,12,2021,31.96430059999999,34.7716776
1,4.0,3,100.48,1520000,5183,35,35,15,07,2010,31.96430059999999,34.7716776
1,4.0,3,88.78,1800000,3930,390,11,30,11,2021,31.9618201,34.8163631
1,4.0,3,88.78,648000,3930,390,11,25,02,2000,31.9618201,34.8163631
1,4.0,7,97.2,1898000,3939,285,25,30,11,2021,31.9697109,34.8148294
1,4.0,7,97.2,1340000,3939,285,25,16,01,2020,31.9697109,34.8148294
1,4.0,1,101.32,2575000,5116,25,42,30,11,2021,31.9737968,34.7740669
1,4.0,1,101.32,2060000,5116,25,42,17,11,2017,31.9737968,34.7740669
1,4.0,9,76.7,2130000,3929,937,34,29,11,2021,31.9683082,34.8138749
1,4.0,9,76.7,1455000,3929,937,34,26,01,2015,31.9683082,34.8138749
1,4.0,9,76.7,1130000,3929,937,34,27,08,2010,31.9683082,34.8138749
1,4.0,9,76.7,718000,3929,937,34,30,04,2004,31.9683082,34.8138749
1,4.0,5,92.0,2800000,5748,2,67,29,11,2021,31.9822791,34.7815679
1,4.0,5,92.0,2170000,5748,2,67,15,05,2018,31.9822791,34.7815679
1,4.0,5,92.0,750000,5748,2,67,05,02,2013,31.9822791,34.7815679
1,4.0,4,104.0,1800000,3939,286,16,29,11,2021,31.9700105,34.8144989
1,4.0,4,104.0,960000,3939,286,16,25,08,2009,31.9700105,34.8144989
1,4.0,6,104.8,1790000,3939,311,21,29,11,2021,31.9711686,34.8146924
1,4.0,6,104.8,990000,3939,311,21,01,03,2012,31.9711686,34.8146924
1,4.0,1,79.0,1800000,7282,187,3,29,11,2021,31.9841379,34.7865488
1,4.0,1,79.0,1595000,7282,187,3,27,12,2018,31.9841379,34.7865488
